userId,executedAt,ISIN,direction,executionSize,executionPrice,currency,executionFee,type,CompanyName
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-14 13:37:55.000,US98980F1049,BUY,81.0,12.161,EUR,1.0,REGULAR,ZOOMINFO TECHNOLOGIES INC
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-14 13:42:30.000,US29414B1044,BUY,5.0,180.5985,EUR,1.0,REGULAR,EPAM SYSTEMS INC
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-14 14:13:08.000,DE000WACK012,SELL,56.0,17.8756,EUR,1.0,REGULAR,WACKER NEUSON SE
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-15 19:01:59.000,US81211K1007,SELL,30.0,35.1664,EUR,1.0,REGULAR,SEALED AIR CORP
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-16 08:10:52.000,US1266501006,BUY,20.0,51.4305,EUR,1.0,REGULAR,CVS HEALTH CORP
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-16 08:14:50.000,FR0000053381,BUY,201.0,4.896,EUR,1.0,REGULAR,DERICHEBOURG
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-17 07:20:10.000,GB00BJDQQ870,BUY,196.0,4.8747,EUR,1.0,REGULAR,WATCHES OF SWITZERLAND GROUP
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-17 07:24:39.000,MHY1771G1026,SELL,78.0,13.2379,EUR,1.0,REGULAR,COSTAMARE INC
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-17 12:50:20.000,CA67077M1086,SELL,18.0,52.5978,EUR,1.0,REGULAR,NUTRIEN LTD
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-17 13:40:02.000,NL00150001Q9,SELL,48.0,20.9449,EUR,1.0,REGULAR,STELLANTIS NV
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-17 14:05:15.000,MHY1968P1218,SELL,13.0,78.4046,EUR,1.0,REGULAR,DANAOS CORP
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20 08:06:46.000,US0905722072,SELL,3.0,267.0791,EUR,1.0,REGULAR,BIO-RAD LABORATORIES-A
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20 08:08:17.000,US00760J1088,SELL,62.0,10.2943,EUR,1.0,REGULAR,AEHR TEST SYSTEMS
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20 08:12:26.000,FR0000053381,SELL,213.0,4.9825,EUR,1.0,REGULAR,DERICHEBOURG
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20 08:13:32.000,US1101221083,SELL,20.0,40.4269,EUR,1.0,REGULAR,BRISTOL-MYERS SQUIBB CO
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20 13:54:06.000,US98980L1017,BUY,17.0,58.9454,EUR,1.0,REGULAR,ZOOM COMMUNICATIONS INC
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20 13:55:06.000,US70450Y1038,BUY,18.0,58.7069,EUR,1.0,REGULAR,PAYPAL HOLDINGS INC
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20 14:49:03.000,IL0011595993,BUY,60.0,17.5633,EUR,1.0,REGULAR,INMODE LTD
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-20 14:51:38.000,IL0011582033,BUY,42.0,23.7823,EUR,1.0,REGULAR,FIVERR INTERNATIONAL LTD
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-21 14:22:26.000,US29476L1070,SELL,16.0,61.5123,EUR,1.0,REGULAR,EQUITY RESIDENTIAL
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-21 15:33:31.000,SE0000163628,BUY,131.0,7.3706,EUR,1.0,REGULAR,ELEKTA AB-B SHS
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-22 13:06:35.000,GB00B1VNSX38,SELL,156.0,6.5909,EUR,1.0,REGULAR,DRAX GROUP PLC
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-22 14:18:55.000,US57060D1081,BUY,5.0,202.674,EUR,1.0,REGULAR,MARKETAXESS HOLDINGS INC
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-05-31 15:41:57.000,US5500211090,BUY,4.0,288.8363,EUR,1.0,REGULAR,LULULEMON ATHLETICA INC
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-03 10:59:52.000,GB00BJDQQ870,SELL,197.0,4.9491,EUR,1.0,REGULAR,WATCHES OF SWITZERLAND GROUP
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-03 11:01:10.000,US1266501006,SELL,21.0,54.9051,EUR,1.0,REGULAR,CVS HEALTH CORP
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-05 15:16:21.000,US29355A1079,SELL,9.0,122.2281,EUR,1.0,REGULAR,ENPHASE ENERGY INC
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-05 15:16:23.000,HK0144000764,SELL,700.0,1.4482,EUR,1.0,REGULAR,CHINA MERCHANTS PORT HOLDING
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-06 07:51:49.000,US9224751084,BUY,6.0,165.975,EUR,1.0,REGULAR,VEEVA SYSTEMS INC-CLASS A
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-13 07:50:30.000,LU0974299876,BUY,7.0,150.7814,EUR,1.0,REGULAR,GLOBANT SA
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-24 12:50:14.000,US0921131092,SELL,19.0,49.2618,EUR,1.0,REGULAR,BLACK HILLS CORP
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-27 13:43:23.000,US45784P1012,BUY,5.0,192.0493,EUR,1.0,REGULAR,INSULET CORP
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-28 15:20:18.000,US98138H1014,BUY,5.0,209.6112,EUR,1.0,REGULAR,WORKDAY INC-CLASS A
01c56b98-55fa-4d8a-ae53-e55192fc9718,2024-06-28 15:26:00.000,US06417N1037,BUY,26.0,38.8859,EUR,1.0,REGULAR,BANK OZK
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-04-02 17:02:09.000,IE00BK5BQT80,BUY,2.544529,117.9,EUR,0.0,SAVINGSPLAN,VANG FTSE AW USDA
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-04-02 18:11:10.000,IE00B6R52259,BUY,2.652519,75.4,EUR,0.0,SAVINGSPLAN,ISHARES MSCI ACWI
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-04-17 15:14:39.000,XF000XRP0018,BUY,133.0,0.4591,EUR,1.0,REGULAR,
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-05-02 15:20:14.000,IE00BK5BQT80,BUY,2.587098,115.96,EUR,0.0,SAVINGSPLAN,VANG FTSE AW USDA
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-05-02 15:46:15.000,IE00B6R52259,BUY,2.696144,74.18,EUR,0.0,SAVINGSPLAN,ISHARES MSCI ACWI
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-05-06 09:09:22.000,US71948P2092,BUY,6.208916,6.2674,EUR,1.0,REGULAR,PHUNWARE INC
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-05-28 09:16:14.000,DE000A0JL9W6,BUY,2.295496,21.5702,EUR,1.0,REGULAR,VERBIO SE
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-06-03 15:32:17.000,IE00B6R52259,BUY,3.031101,75.88,EUR,0.0,SAVINGSPLAN,ISHARES MSCI ACWI
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-06-03 15:37:08.000,IE00BK5BQT80,BUY,2.533783,118.4,EUR,0.0,SAVINGSPLAN,VANG FTSE AW USDA
03a48b90-f194-4b9f-80c3-76ac0e46d792,2024-06-20 13:41:52.000,FR001400PDG8,BUY,102.0,0.7337,EUR,1.0,REGULAR,EUROPLASMA
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-02 17:05:07.000,IE00BGV5VN51,BUY,0.647109,115.9,EUR,0.0,SAVINGSPLAN,X ARTIFICIAL INTEL BIG DA 1C
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-06 18:50:07.000,XF000BTC0017,BUY,0.001599,64201.9595,EUR,1.0,REGULAR,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-16 14:25:29.000,LU1681048804,BUY,0.53942,92.692,EUR,0.0,SAVINGSPLAN,AMUNDI S&P 500 UCITS ETF
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-18 09:24:11.000,XF000ETH0019,BUY,0.034616,2865.0055,EUR,1.0,REGULAR,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-18 09:25:55.000,XF000BTC0017,BUY,0.001681,58660.2849,EUR,1.0,REGULAR,
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-04-23 15:17:20.000,US81141R1005,SELL,1.796343,57.9722,EUR,1.0,REGULAR,SEA LTD-ADR
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-05-02 14:12:50.000,IE00BGV5VN51,BUY,0.686938,109.18,EUR,0.0,SAVINGSPLAN,X ARTIFICIAL INTEL BIG DA 1C
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-05-16 14:49:26.000,LU1681048804,BUY,0.523286,95.55,EUR,0.0,SAVINGSPLAN,AMUNDI S&P 500 UCITS ETF
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-06-03 14:45:48.000,IE00BGV5VN51,BUY,0.666666,112.5,EUR,0.0,SAVINGSPLAN,X ARTIFICIAL INTEL BIG DA 1C
05ac1853-1c93-4e7c-92d4-59974b634f59,2024-06-17 14:30:10.000,LU1681048804,BUY,0.505336,98.944,EUR,0.0,SAVINGSPLAN,AMUNDI S&P 500 UCITS ETF
07982e07-4846-4826-a04e-50d2911e96ef,2024-04-02 13:49:21.000,US18452B2097,SELL,2.027693,15.6322,EUR,1.0,REGULAR,CLEANSPARK INC
07982e07-4846-4826-a04e-50d2911e96ef,2024-04-02 13:58:52.000,KYG9830T1067,BUY,10.511651,1.915,EUR,1.0,REGULAR,XIAOMI CORP-CLASS B
07982e07-4846-4826-a04e-50d2911e96ef,2024-04-03 15:12:51.000,US88160R1014,BUY,0.065332,154.9284,EUR,0.0,BONUS,TESLA INC
07982e07-4846-4826-a04e-50d2911e96ef,2024-04-04 12:50:46.000,CA2477541049,BUY,141.313558,0.0351,EUR,1.0,REGULAR,DELTA 9 CANNABIS INC
07982e07-4846-4826-a04e-50d2911e96ef,2024-04-09 18:18:08.000,US5949724083,BUY,0.006812,1325.0588,EUR,1.0,REGULAR,MICROSTRATEGY INC-CL A
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-06 15:34:28.000,US5949724083,SELL,0.0313,1589.882,EUR,1.0,REGULAR,MICROSTRATEGY INC-CL A
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-13 10:10:39.000,US67066G1040,BUY,0.427732,119.0311,EUR,1.0,REGULAR,NVIDIA CORP
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-13 10:13:43.000,US67066G1040,BUY,0.442871,118.5621,EUR,1.0,REGULAR,NVIDIA CORP
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-13 10:18:29.000,CA05156X8504,SELL,10.0,5.5924,EUR,1.0,REGULAR,AURORA CANNABIS INC
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-26 13:19:07.000,CA1380357048,SELL,17.685121,6.0643,EUR,1.0,REGULAR,CANOPY GROWTH CORP
07982e07-4846-4826-a04e-50d2911e96ef,2024-06-26 13:28:19.000,US67066G1040,BUY,0.901215,118.4988,EUR,1.0,REGULAR,NVIDIA CORP
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-04-14 06:57:03.000,XF000LINK010,BUY,75.945099,13.5617,EUR,1.0,REGULAR,
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-17 18:19:45.000,US36467W1099,BUY,7.022418,19.5523,EUR,1.0,REGULAR,GAMESTOP CORP-CLASS A
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-17 18:28:30.000,US36467W1099,BUY,94.887466,19.4766,EUR,1.0,REGULAR,GAMESTOP CORP-CLASS A
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-28 04:37:14.000,XF000LINK010,SELL,75.690376,16.1914,EUR,1.0,REGULAR,
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-30 15:34:42.000,US42824C1099,BUY,60.870593,16.9907,EUR,1.0,REGULAR,HEWLETT PACKARD ENTERPRISE
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-30 15:59:24.000,DE000PAG9113,BUY,6.728469,74.5779,EUR,1.0,REGULAR,DR ING HC F PORSCHE AG
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-31 05:34:40.000,US79466L3024,BUY,2.419154,201.2613,EUR,1.0,REGULAR,SALESFORCE INC
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-31 05:34:49.000,US24703L2025,BUY,3.9752,130.4885,EUR,1.0,REGULAR,DELL TECHNOLOGIES -C
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-05-31 06:42:00.000,IE00B27YCN58,BUY,37.534009,44.4932,EUR,1.0,REGULAR,ISHARES MSCI WORLD ISLAMIC
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-05 07:03:03.000,US42824C1099,SELL,57.490876,18.4983,EUR,1.0,REGULAR,HEWLETT PACKARD ENTERPRISE
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-06 17:44:34.000,US36467W1099,SELL,101.71048,38.5873,EUR,1.0,REGULAR,GAMESTOP CORP-CLASS A
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-07 05:50:52.000,US42824C1099,SELL,0.014558,18.0416,EUR,1.0,REGULAR,HEWLETT PACKARD ENTERPRISE
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-07 05:54:29.000,US88160R1014,SELL,0.073866,163.6375,EUR,1.0,REGULAR,TESLA INC
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-07 09:42:58.000,US69608A1088,BUY,46.0,21.824,EUR,1.0,REGULAR,PALANTIR TECHNOLOGIES INC-A
07d7d7d0-5d22-450b-8102-ad2eeaad6034,2024-06-07 11:30:15.000,US36467W1099,BUY,10.0,38.4851,EUR,1.0,REGULAR,GAMESTOP CORP-CLASS A
